姓名,性别,年龄,出生地,学历,公司名称,公司总部地,公司总部地_英文,所在行业,排名,排名变化,财富值_人民币/亿元,财富值变化
钟睒睒,先生,68,中国-浙江-绍兴,,养生堂,中国-浙江-杭州,China-Zhejiang,饮料、医疗保健,1,0,4550.0,17%
张一鸣,先生,39,中国-福建-龙岩,本科,字节跳动,中国-北京,China-Beijing,社交媒体,2,0,2450.0,-28%
曾毓群,先生,54,中国-福建-宁德,博士,宁德时代,中国-福建-宁德,China-Fujian,锂电池,3,0,2300.0,-28%
李嘉诚,先生,94,中国-香港,,长江实业,中国-香港,China-Hong Kong,投资,4,4,2200.0,2%
马化腾,先生,51,中国-海南,本科,腾讯,中国-广东-深圳,China-Guangdong,互联网服务,5,-1,2150.0,-32%
丁磊,先生,51,中国-浙江-宁波,本科,网易,中国-浙江-杭州,China-Zhejiang,互联网技术,6,8,1950.0,14%
何享健,先生,80,中国-广东-佛山, ,美的,中国-广东-佛山,China-Guangdong,家电制造、房地产,7,2,1900.0,-11%
秦英林,先生,57,中国-河南-南阳,本科,牧原,中国-河南-南阳,China-Henan,畜牧,8,7,1850.0,9%
马云,先生,58,中国-浙江-杭州,本科,阿里系,中国-浙江-杭州,China-Zhejiang,电子商务、金融科技,9,-4,1800.0,-29%
黄峥,先生,42,中国-浙江-杭州,硕士,拼多多,中国-上海-长宁,China-Shanghai,购物网站,10,-4,1700.0,-26%
陈建华,先生,51,中国-江苏-苏州,硕士,恒力,中国-江苏-苏州,China-Jiangsu,化纤、石化、房地产,11,1,1500.0,-16%
刘永行,先生,74,中国-四川-成都,博士,东方希望,中国-上海-浦东,China-Shanghai,氧化铝、重化工、饲料,11,17,1500.0,15%
吕向阳,先生,59,中国-安徽-芜湖, ,融捷,中国-广东-广州,China-Guangdong,投资,11,14,1500.0,10%
李兆基,先生,94,中国-广东-佛山,,恒基兆业,中国-香港,China-Hong Kong,房地产,14,1,1450.0,-15%
王传福,先生,56,中国-安徽-芜湖,本科,比亚迪,中国-广东-深圳,China-Guangdong,汽车、充电电池,14,6,1450.0,2%
王卫,先生,52,中国-上海, ,顺丰,中国-广东-深圳,China-Guangdong,快递,14,-4,1450.0,-25%
严昊,先生,36,中国-江苏-淮安,本科,太平洋建设,中国-新疆-乌鲁木齐,China-Xinjiang,基础建设,14,16,1450.0,16%
郑家纯,先生,74,中国-香港,,周大福,中国-香港,China-Hong Kong,房地产,18,0,1400.0,-10%
李蔡美灵,先生,未知,中国-香港,,李锦记,中国-香港,China-Hong Kong,调味品,19,14,1350.0,13%
李书福,先生,59,中国-浙江-台州,博士,吉利,中国-浙江-杭州,China-Zhejiang,汽车制造,19,-6,1350.0,-23%
庞康,先生,66,中国-广东-佛山,本科,海天味业,中国-广东-佛山,China-Guangdong,调味品,21,-4,1300.0,-18%
魏建军,先生,58,中国-河北-保定, ,长城,中国-河北-保定,China-Hebei,汽车制造,21,-14,1300.0,-40%
刘汉元,先生,58,中国-四川-眉山,,通威,中国-四川-成都,China-Sichuan,新能源、农业,23,7,1250.0,0%
吴光正,先生,76,中国-上海,,会德丰,中国-香港,China-Hong Kong,房地产,24,15,1200.0,9%
王兴,先生,43,中国-福建-龙岩,本科,美团,中国-北京,China-Beijing,生活服务,25,-6,1150.0,-21%
黄世霖,先生,55,中国-福建-宁德,本科,宁德时代,中国-福建-宁德,China-Fujian,锂电池,26,-2,1100.0,-20%
李西廷,先生,71,中国-安徽-宿州,本科,迈瑞,中国-广东-深圳,China-Guangdong,医疗器械,26,11,1100.0,-4%
王文银,先生,54,中国-安徽-安庆,本科,正威,中国-广东-深圳,China-Guangdong,有色金属贸易,26,10,1100.0,-5%
徐航,先生,60,中国-广东,本科,迈瑞、鹏瑞,中国-广东-深圳,China-Guangdong,医疗器械、房地产,26,9,1100.0,-7%
刘强东,先生,48,中国-江苏-宿迁,本科,京东,中国-北京,China-Beijing,电子商务、金融,30,-4,1050.0,-22%
严彬,先生,68,中国-山东-莱州, ,华彬,中国-北京,China-Beijing,饮料、地产,30,7,1050.0,-9%
吕志和,先生,93,中国-香港,,银河,中国-香港,China-Hong Kong,博彩,32,36,1000.0,33%
王健林,先生,68,中国-四川-绵阳,本科,万达,中国-北京,China-Beijing,房地产、文化,32,9,1000.0,-5%
宗庆后,先生,77,中国-江苏-宿迁, ,娃哈哈,中国-浙江-杭州,China-Zhejiang,饮料,32,1,1000.0,-17%
罗立国,先生,66,中国-浙江-宁波, ,合盛,中国-浙江-宁波,China-Zhejiang,硅材料,35,-14,980.0,-30%
陈邦,先生,57,中国-湖南-长沙,硕士,爱尔眼科,中国-湖南-长沙,China-Hunan,医疗服务,36,-10,950.0,-30%
刘永好,先生,71,中国-四川-成都, ,新希望,中国-四川-成都,China-Sichuan,农业、化工、金融,36,5,950.0,-10%
张刚,先生,41,中国-山东-聊城,硕士,信发铝电,中国-山东-聊城,China-Shandong,电解铝、氧化铝,36,36,950.0,32%
张志东,先生,50,中国-广东-东莞,硕士,腾讯,中国-广东-深圳,China-Guangdong,互联网服务,36,-7,950.0,-25%
刘銮雄,先生,71,中国-香港,,华人置业,中国-香港,China-Hong Kong,房地产,40,11,910.0,1%
林立,先生,59,中国-广东-河源,硕士,立业,中国-广东-深圳,China-Guangdong,投资,41,20,885.0,9%
陈东升,先生,65,中国-湖北-荆门,博士,泰康,中国-北京,China-Beijing,保险,42,4,825.0,-13%
蒋仁生,先生,69,中国-广西-桂林, ,智飞生物,中国-重庆,China-Chongqing,疫苗,43,-22,820.0,-41%
郑淑良,先生,76,中国-山东, ,魏桥创业,中国-山东-滨州,China-Shandong,铝业、纺织,43,0,820.0,-20%
赵长鹏,先生,45,,本科,币安,美国,USA,虚拟货币交易所,45,69,800.0,54%
李彦宏,先生,54,中国-山西-阳泉,硕士,百度,中国-北京,China-Beijing,网络信息服务,46,13,755.0,-10%
杜双华,先生,57,中国-河北-衡水, ,日照钢铁,中国-山东-日照,China-Shandong,钢铁,47,41,750.0,21%
雷军,先生,53,中国-湖北-仙桃,本科,小米,中国-北京,China-Beijing,智能硬件与技术、投资,47,-26,750.0,-46%
杨惠妍,女士,41,中国-广东-佛山,本科,碧桂园,中国-广东-佛山,China-Guangdong,房地产、教育,47,-36,750.0,-59%
王玉锁,先生,58,中国-河北-廊坊,硕士,新奥,中国-河北-廊坊,China-Hebei,天然气、能源化工,50,15,735.0,-6%
吴亚军,女士,58,中国-重庆,本科,龙湖,中国-北京,China-Beijing,房地产,50,-4,735.0,-23%
党彦宝,先生,49,,本科,宝丰,中国-宁夏-银川,China-Ningxia,煤化工,52,-7,730.0,-27%
李振国,先生,54,中国-甘肃-兰州,硕士,隆基,中国-陕西-西安,China-Shaanxi,硅材料,53,1,725.0,-18%
靳保芳,先生,70,中国-河北-邢台, ,晶澳科技,中国-河北-邢台,China-Hebei,光伏,54,52,710.0,29%
李水荣,先生,66,中国-浙江, ,荣盛控股,中国-浙江-杭州,China-Zhejiang,化纤,54,-11,710.0,-31%
梁稳根,先生,66,中国-湖南-娄底,本科,三一,中国-北京,China-Beijing,重型机械,56,26,700.0,4%
邝肖卿,女士,93,中国-香港,,新鸿基,中国-香港,China-Hong Kong,房地产,57,18,695.0,-1%
徐浩宇,先生,50,中国-江苏-泰州,,扬子江药业,中国-江苏-泰州,China-Jiangsu,医药,57,-2,695.0,-21%
其实,先生,52,中国-上海,博士,东方财富,中国-上海-徐汇,China-Shanghai,信息服务,59,-8,690.0,-23%
裴振华,先生,未知,,,天华超净,中国-江苏-苏州,China-Jiangsu,超净产品,60,-11,685.0,-26%
黄楚龙,先生,63,中国-广东-揭阳, ,星河,中国-广东-深圳,China-Guangdong,房地产、投资,61,32,650.0,10%
李华,先生,56,中国-四川,本科,卓越,中国-广东-深圳,China-Guangdong,房地产,61,13,650.0,-8%
朱保国,先生,60,中国-河南-新乡,硕士,健康元,中国-广东-深圳,China-Guangdong,医药,63,27,640.0,7%
龚虹嘉,先生,57,,本科,海康威视,中国-浙江-杭州,China-Zhejiang,视频监控产品,64,-13,615.0,-32%
李泽楷,先生,56,中国-香港,,电讯盈科,中国-香港,China-Hong Kong,电信,64,91,615.0,62%
汪俊林,先生,60,中国-四川-眉山,本科,郎酒,中国-四川-成都,China-Sichuan,房地产、白酒,64,61,615.0,28%
张勇,先生,51,中国-四川-成都, ,海底捞,中国-北京,China-Beijing,餐饮,67,-21,610.0,-36%
刘金成,先生,58,中国-湖北-武汉,硕士,亿纬锂能,中国-广东-惠州,China-Guangdong,锂电池,68,11,605.0,-13%
缪汉根,先生,57,中国-江苏-苏州, ,盛虹,中国-江苏-苏州,China-Jiangsu,印染、化纤、房地产,69,-6,595.0,-26%
于泳,先生,未知,, ,鸿商产业,中国-上海-浦东,China-Shanghai,钼矿,70,-1,590.0,-20%
姚良松,先生,58,中国-江西-景德镇,本科,欧派家居,中国-广东-广州,China-Guangdong,橱柜,71,20,585.0,-2%
张聪渊,先生,74,中国-台湾-桃园,,华利实业,中国-广东-中山,China-Guangdong,鞋业,71,-16,585.0,-34%
陈丽华,女士,81,中国-北京,博士,富华,中国-北京,China-Beijing,房地产、紫檀博物馆,73,22,580.0,0%
蒋卫平,先生,67,中国-四川-成都,本科,天齐,中国-四川-遂宁,China-Sichuan,锂矿,73,10,580.0,-12%
郭台铭,先生,72,中国-台湾-新北,,鸿海,中国-台湾-台北,China-Taiwan,电子制造,75,18,570.0,-3%
沈国军,先生,60,中国-浙江-宁波,硕士,银泰,中国-北京,China-Beijing,零售、房地产、物流,76,23,565.0,-2%
王来胜,先生,58,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong,消费电子,76,29,565.0,2%
邬建树,先生,58,中国-浙江-宁波, ,拓普,中国-浙江-宁波,China-Zhejiang,汽车零部件制造,76,159,565.0,113%
王来春,女士,55,中国-广东-汕头, ,立讯精密,中国-广东-深圳,China-Guangdong,消费电子,79,31,560.0,5%
张和君,先生,70,,,德业股份,中国-浙江-宁波,China-Zhejiang,电器零部件制造,79,217,560.0,149%
高纪凡,先生,57,,,天合光能,中国-江苏-常州,China-Jiangsu,光伏产品,81,62,525.0,22%
孙飘扬,先生,64,中国-江苏-镇江,硕士,恒瑞,中国-江苏-连云港,China-Jiangsu,医药,82,-2,520.0,-23%
曹仁贤,先生,54,中国-浙江-杭州,硕士,阳光电源,中国-安徽-合肥,China-Anhui,光伏设备,83,1,510.0,-22%
李平,先生,54,,本科,宁德时代,中国-福建-宁德,China-Fujian,锂电池,83,3,510.0,-20%
林建华,先生,60,中国-福建,本科,福斯特,中国-浙江-杭州,China-Zhejiang,光伏材料,83,-26,510.0,-40%
钟慧娟,女士,61,, ,翰森,中国-江苏-连云港,China-Jiangsu,医药,83,-8,510.0,-27%
陈天桥,先生,49,中国-浙江-绍兴,本科,盛大,中国-上海-浦东,China-Shanghai,投资,87,30,500.0,0%
赖海民,先生,56,中国-广东-揭阳, ,鸿荣源,中国-广东-深圳,China-Guangdong,房地产,87,31,500.0,0%
汪立平,先生,56,中国-江苏-无锡, ,恒立液压,中国-江苏-常州,China-Jiangsu,高压油缸,87,-29,500.0,-41%
汪滔,先生,42,中国-浙江-杭州,本科,大疆,中国-广东-深圳,China-Guangdong,无人机,87,38,500.0,4%
许仰天,先生,38,中国-山东,,希音,中国-广东-广州,China-Guangdong,电商,87,62,500.0,25%
朱孟依,先生,63,中国-广东-梅州, ,合生创展,中国-广东-广州,China-Guangdong,房地产、投资,87,-14,500.0,-30%
赵燕,女士,55,,本科,华熙国际,中国-北京,China-Beijing,生物医药、房地产,93,11,495.0,-12%
蔡崇信,先生,58,中国-台湾,,阿里系,中国-浙江-杭州,China-Zhejiang,电子商务、金融科技,94,-7,490.0,-22%
杜纪川,先生,81,中国-重庆,,金士顿科技,美国-洛杉矶,Los Angeles,半导体,94,1,490.0,-16%
孙大卫,先生,71,中国-台湾-台北,,金士顿科技,美国-洛杉矶,Los Angeles,半导体,94,1,490.0,-16%
严昕,女士,39,中国-江苏-淮安,,苏商,中国-上海,China-Shanghai,基础设施建设,94,208,490.0,123%
孙寿宽,先生,73,中国-辽宁,本科,嘉晨,中国-辽宁-营口,China-Liaoning,钢铁、耐火材料、煤化工,98,39,480.0,7%
方威,先生,49,中国-辽宁-沈阳, ,方大,中国-北京,China-Beijing,碳素、钢铁、煤焦,99,17,460.0,-10%
简军,女士,59,中国-北京,,爱美客,中国-北京,China-Beijing,生物制药,99,42,460.0,5%
丁世忠,先生,52,中国-福建-泉州, ,安踏,中国-福建-厦门,China-Fujian,体育用品,101,-35,455.0,-41%
李革,先生,55,中国-北京, ,药明康德,中国-上海-浦东,China-Shanghai,医药,102,-27,450.0,-36%
李天颖,先生,未知,中国-香港,,新鸿基,中国-香港,China-Hong Kong,房地产,102,73,450.0,32%
鲁伟鼎,先生,51,中国-浙江-杭州, ,万向,中国-浙江-杭州,China-Zhejiang,汽车制造业、房地产、农业,102,20,450.0,-8%
程雪,女士,52,中国-江苏-盐城,本科,海天味业,中国-广东-佛山,China-Guangdong,调味品,105,5,440.0,-18%
丁世家,先生,58,中国-福建-泉州, ,安踏,中国-福建-厦门,China-Fujian,体育用品,105,-38,440.0,-42%
李晓明,先生,64,,硕士,恩捷股份,中国-云南-玉溪,China-Yunnan,包装盒生产,105,-34,440.0,-39%
王一鸣,先生,41,,,锦浪科技,中国-浙江-宁波,China-Zhejiang,光伏逆变器,105,122,440.0,60%
蔡奎,先生,61,中国-四川-资阳,本科,龙湖,中国-北京,China-Beijing,房地产,109,-3,435.0,-21%
阮洪良,先生,61,中国-浙江, ,福莱特,中国-浙江-嘉兴,China-Zhejiang,玻璃,110,-10,430.0,-25%
阮立平,先生,58,,,公牛,中国-浙江-宁波,China-Zhejiang,插座,110,24,430.0,-7%
阮学平,先生,50,,,公牛,中国-浙江-宁波,China-Zhejiang,插座,110,24,430.0,-7%
孙广信,先生,60,中国-新疆-乌鲁木齐,硕士,广汇,中国-新疆-乌鲁木齐,China-Xinjiang,汽车销售、能源、房地产,110,41,430.0,10%
项光达,先生,64,中国-浙江-温州, ,青山控股,中国-浙江-温州,China-Zhejiang,钢铁,114,121,425.0,60%
朱艳,先生,51,中国-陕西-渭南,,贝壳,中国-北京,China-Beijing,房地产服务,114,46,425.0,18%
赖梅松,先生,52,, ,中通,中国-上海-青浦,China-Shanghai,物流,116,28,420.0,-1%
虞仁荣,先生,56,,本科,韦尔股份,中国-上海-浦东,China-Shanghai,半导体,116,-53,420.0,-48%
沈文荣,先生,76,中国-江苏-苏州, ,沙钢,中国-江苏-苏州,China-Jiangsu,钢铁,118,53,415.0,20%
谢炳,先生,70,中国-广东-汕头, ,中生制药,中国-北京,China-Beijing,医药,118,-23,415.0,-28%
许世辉,先生,65,中国-福建-泉州, ,达利食品,中国-福建-泉州,China-Fujian,食品,118,21,415.0,-7%
蔡衍明,先生,65,中国-台湾-台北,,旺旺,中国-台湾-台北,China-Taiwan,食品,121,28,410.0,2%
周群飞,女士,52,中国-湖南-湘潭, ,蓝思科技,中国-湖南-长沙,China-Hunan,电子器件制造,122,-61,405.0,-50%
胡凯军,先生,60,, ,远大,中国-北京,China-Beijing,医药,123,42,400.0,14%
马建荣,先生,57,中国-浙江, ,申洲针织,中国-浙江-宁波,China-Zhejiang,纺织、服装,123,-63,400.0,-51%
米高·嘉道理,先生,81,中国-香港,,中电,中国-香港,China-Hong Kong,能源,123,24,400.0,-2%
郭广昌,先生,55,中国-浙江-金华,硕士,复星,中国-上海-黄浦,China-Shanghai,投资,126,-35,390.0,-34%
宋建波,先生,52,中国-山东-烟台,,南山,中国-山东-烟台,China-Shandong,铝业、纺织、房地产,126,39,390.0,11%
陈发树,先生,61,中国-福建-泉州, ,新华都,中国-福建-福州,China-Fujian,医药、零售、投资,128,-10,385.0,-23%
许荣茂,先生,72,中国-福建-泉州, ,世茂,中国-上海-黄浦,China-Shanghai,房地产,129,-89,380.0,-65%
张志祥,先生,55,中国-浙江-宁波,本科,建龙,中国-北京,China-Beijing,钢铁、矿业、船运,129,53,380.0,15%
刘益谦,先生,59,中国-上海, ,新理益,中国-上海-浦东,China-Shanghai,投资,131,33,370.0,4%
苏海文,先生,81,奥地利,,BW,中国-香港,China-Hong Kong,物流,131,51,370.0,12%
高德康,先生,70,中国-江苏-苏州, ,波司登,中国-江苏-苏州,China-Jiangsu,服装,133,-19,365.0,-30%
张茵,女士,65,中国-广东-韶关,本科,玖龙纸业,中国-广东-东莞,China-Guangdong,环保造纸,133,-4,365.0,-23%
黄如论,先生,71,中国-福建-福州, ,世纪金源,中国-北京,China-Beijing,房地产,135,40,355.0,4%
李贤义,先生,70,中国-福建-泉州, ,信义,中国-香港,China-Hong Kong,玻璃,135,-55,355.0,-47%
张国华,先生,67,中国-台湾-台北,,长荣集团,中国-台湾-台北,China-Taiwan,物流、钢铁,135,New,355.0,New
唐彬森,先生,40,中国-安徽-合肥,,元气森林,中国-北京,China-Beijing,饮料,138,27,350.0,0%
张雷,先生,46,中国-江苏-无锡,,远景能源,中国-江苏-无锡,China-Jiangsu,风电,138,New,350.0,New
邓伟明,先生,54,中国-湖南-长沙,,中伟股份,中国-湖南-长沙,China-Hunan,工业产品,140,-55,345.0,-47%
梁庆德,先生,85,中国-广东-佛山, ,格兰仕,中国-广东-佛山,China-Guangdong,家电,140,56,345.0,11%
薛敏,先生,未知,,,联影医疗,中国-上海-嘉定,China-Shanghai,医疗设备,140,662,345.0,283%
喻会蛟,先生,53,中国-浙江,,圆通速递,中国-上海-青浦,China-Shanghai,物流,140,198,345.0,73%
张道才,先生,72,中国-浙江-绍兴, ,三花控股,中国-浙江-绍兴,China-Zhejiang,工业设备、汽车零部件、房地产,140,72,345.0,17%
陈金霞,女士,54,中国-上海,硕士,涌金投资,中国-上海-浦东,China-Shanghai,医药、投资,145,6,340.0,-13%
陈志列,先生,59,中国-江苏-无锡,硕士,研祥,中国-广东-深圳,China-Guangdong,特种计算机,145,70,340.0,17%
姜滨,先生,56,中国-山东-威海,本科,歌尔股份,中国-山东-潍坊,China-Shandong,声学及多媒体产品,145,-27,340.0,-32%
李想,先生,41,,,理想汽车,中国-北京,China-Beijing,新能源汽车,145,6,340.0,-13%
聂腾云,先生,46,, ,韵达,中国-上海-青浦,China-Shanghai,物流,149,33,335.0,2%
张宏伟,先生,68,中国-黑龙江-哈尔滨,硕士,东方,中国-北京,China-Beijing,能源、零售,149,16,335.0,-4%
何小鹏,先生,45,中国-湖北-黄石,本科,小鹏汽车,中国-广东-广州,China-Guangdong,新能源汽车,151,-51,330.0,-42%
霍斯特·帕德威尔,先生,77,中国-香港,,创科实业,中国-香港,China-Hong Kong,消费品,151,-51,330.0,-42%
梁丰,先生,54,,硕士,璞泰来,中国-上海-浦东,China-Shanghai,锂电池材料,151,-33,330.0,-34%
徐金富,先生,58,中国-广东-广州,本科,天赐材料,中国-广东-广州,China-Guangdong,化学原料制品,151,-41,330.0,-38%
李春安,先生,54,中国-甘肃-兰州,硕士,隆基,中国-陕西-西安,China-Shaanxi,硅材料,155,27,325.0,-2%
李良彬,先生,55,中国-江西-宜春, ,赣锋锂业,中国-江西-新余,China-Jiangxi,有色金属冶炼加工,155,-47,325.0,-40%
李晓华,先生,60,中国-云南,,恩捷股份,中国-云南-玉溪,China-Yunnan,包装盒生产,155,-46,325.0,-40%
施永宏,先生,52,中国-四川-成都, ,海底捞,中国-北京,China-Beijing,餐饮,155,-30,325.0,-32%
郭炳联,先生,70,中国-香港,,新鸿基,中国-香港,China-Hong Kong,房地产,159,-34,320.0,-33%
郭基辉,先生,39,中国-香港,,新鸿基,中国-香港,China-Hong Kong,房地产,159,-27,320.0,-32%
涂辉龙,先生,63,中国-广东-汕尾,硕士,海雅,中国-广东-深圳,China-Guangdong,商业、金融、地产,159,33,320.0,0%
汪建,先生,68,中国-湖南, ,华大基因、碳云,中国-广东-深圳,China-Guangdong,基因检测、医疗大数据,159,43,320.0,7%
林张素娥,先生,未知,,,联邦,中国-台湾-台北,China-Taiwan,房地产、金融,163,49,315.0,7%
史玉柱,先生,60,中国-安徽-蚌阜,本科,巨人,中国-上海-松江,China-Shanghai,金融、在线游戏、投资,163,17,315.0,-6%
陈华,先生,56,中国-广东-湛江, ,京基,中国-广东-深圳,China-Guangdong,房地产、投资,165,37,310.0,3%
陈凯旋,先生,64,中国-广东-揭阳, ,立白,中国-广东-广州,China-Guangdong,日化用品,165,50,310.0,7%
王文京,先生,58,中国-江西-上饶,本科,用友,中国-北京,China-Beijing,软件与信息服务,165,-36,310.0,-35%
张峻,先生,未知,中国-广东-揭阳, ,富德,中国-广东-深圳,China-Guangdong,保险,165,6,310.0,-10%
李丐腾,先生,50,中国-浙江-温州,硕士,飞科电器,中国-上海-松江,China-Shanghai,小家电,169,251,305.0,79%
林木勤,先生,58,中国-广东-深圳,,东鹏饮料,中国-广东-深圳,China-Guangdong,食品饮料,169,-9,305.0,-15%
杨建良,先生,53,, ,上机数控,中国-江苏-无锡,China-Jiangsu,设备制造,169,-37,305.0,-35%
陈红天,先生,63,中国-广东-佛山,博士,祥祺,中国-广东-深圳,China-Guangdong,投资、房地产,172,-7,300.0,-14%
李义海,先生,59,中国-江西-南昌,本科,济民可信,中国-江西-南昌,China-Jiangxi,医药,172,43,300.0,3%
缪寿良,先生,67,中国-广东, ,富源,中国-广东-深圳,China-Guangdong,房地产、水电,172,10,300.0,-9%
沈南鹏,先生,55,中国-浙江-嘉兴,硕士,红杉,中国-北京,China-Beijing,投资,172,-13,300.0,-19%
夏佐全,先生,59,中国-湖北-襄阳,本科,比亚迪,中国-广东-深圳,China-Guangdong,汽车、充电电池,172,43,300.0,3%
许家印,先生,64,中国-河南-周口,硕士,恒大,中国-广东-广州,China-Guangdong,房地产、投资,172,-102,300.0,-59%
朱鼎健,先生,48,中国-香港,本科,观澜湖,中国-广东-深圳,China-Guangdong,房地产,172,30,300.0,0%
董建成,先生,79,中国-上海,,东方海外,中国-香港,China-Hong Kong,运输,179,23,290.0,-3%
李小冬,先生,44,,,冬海集团,新加坡,Singapore,网络游戏、电商,179,-149,290.0,-77%
林斌,先生,54,,硕士,小米,中国-北京,China-Beijing,智能硬件与技术,179,-69,290.0,-46%
钱东奇,先生,64,中国-江苏-南京,硕士,科沃斯,中国-江苏-苏州,China-Jiangsu,机器人,179,-79,290.0,-49%
谢青,先生,未知,中国-北京,硕士,飞塔,美国-旧金山,San Francisco,网路安全,179,17,290.0,-6%
尤小平,先生,64,中国-浙江-温州, ,华峰,中国-浙江-温州,China-Zhejiang,化工、铝业、投资,179,-40,290.0,-35%
赵涛,先生,56,中国-陕西-西安,硕士,步长,中国-北京,China-Beijing,医药,179,33,290.0,-2%
蔡宏图,先生,70,中国-台湾,,霖园,中国-台湾-台北,China-Taipei,金融服务,186,41,280.0,2%
辜林瑞慧,先生,89,中国-台湾-台北,,中信金控,中国-台湾-台北,China-Taiwan,金融服务,186,16,280.0,-7%
黄立,先生,59,中国-陕西-西安,硕士,高德电气,中国-湖北-武汉,China-Hubei,电子制造,186,-35,280.0,-28%
沈华,先生,59,,,斯达半导,中国-浙江-嘉兴,China-Zhejiang,半导体,186,61,280.0,10%
唐金奎,先生,67,中国-江苏-苏州, ,盛虹,中国-江苏-苏州,China-Jiangsu,印染、化纤、房地产,186,-57,280.0,-41%
张红超,先生,44,中国-河南-商丘,,蜜雪冰城,中国-河南-郑州,China-Henan,餐饮,186,937,280.0,331%
张红甫,先生,37,中国-河南-商丘,,蜜雪冰城,中国-河南-郑州,China-Henan,餐饮,186,937,280.0,331%
周建平,先生,61,中国-江苏-无锡, ,海澜,中国-江苏-无锡,China-Jiangsu,服装、投资,186,-21,280.0,-20%
朱共山,先生,64,中国-江苏-盐城,博士,协鑫,中国-香港,China-Hong Kong,太阳能芯片、发电厂,186,66,280.0,12%
黄毅,先生,59,,本科,中升控股,中国-辽宁-大连,China-Liaoning,汽车销售,195,-54,275.0,-38%
宿华,先生,40,中国-湖南,硕士,快手科技,中国-北京,China-Beijing,传媒娱乐,195,-40,275.0,-28%
蔡志明,先生,77,中国-广东-揭阳,,旭日国际,中国-香港,China-Hong Kong,玩具,197,55,270.0,8%
徐波,先生,45,,,多益网络,中国-广东-广州,China-Guangdong,网络游戏,197,34,270.0,0%
董经贵,先生,52,, ,雅迪,中国-江苏-无锡,China-Shanghai,电动车,199,103,265.0,20%
袁征,先生,52,中国-山东,硕士,zoom,美国-旧金山,San Francisco,视频软件,199,-149,265.0,-71%
张磊,先生,50,中国-河南-驻马店,硕士,高瓴资本,美国-纽约,New York,投资,199,-17,265.0,-20%
何超琼,女士,60,中国-香港,,信德、美高梅中国,中国-香港,China-Hong Kong,博彩,202,29,260.0,-4%
孙纪木,先生,66,中国-浙江-绍兴,硕士,新华联合冶金,中国-河北-沧州,China-Hebei,钢铁,202,1422,260.0,505%
许文龙,先生,94,中国-台湾,,奇美,中国-台湾-台南,China-Taiwan,化工,202,100,260.0,18%
薛华,先生,52,,本科,海大,中国-广东-广州,China-Guangdong,饲料,202,39,260.0,0%
张文中,先生,60,中国-山东,博士,物美,中国-北京,China-Beijing,零售,202,13,260.0,-10%
蔡政达,先生,未知,中国-台湾,,霖园,中国-台湾-台北,China-Taipei,金融服务,207,55,255.0,4%
李留法,先生,63,中国-河南-平顶山, ,天瑞,中国-河南-平顶山,China-Henan,水泥、铝业,207,213,255.0,50%
李卫国,先生,57,中国-湖南-常德,本科,东方雨虹,中国-北京,China-Beijing,防水材料,207,-32,255.0,-25%
谢华,先生,未知,中国-北京,硕士,飞塔,美国-旧金山,San Francisco,网路安全,207,14,255.0,-11%
朱林瑶,女士,52,中国-四川, ,华宝国际,中国-广东-深圳,China-Guangdong,香精香料、烟草,207,-85,255.0,-48%
安康,先生,73,中国-河南-新乡,本科,华兰生物,中国-河南-新乡,China-Henan,生物制药,212,19,250.0,-7%
陈大年,先生,44,中国-浙江-绍兴, ,wifi万能钥匙,中国-上海-浦东,China-Shanghai,上网平台,212,347,250.0,92%
杜江涛,先生,53,中国-内蒙古-乌海,本科,君正,中国-内蒙古-乌海,China-Inner Mongolia,能源化工,212,-37,250.0,-26%
